trade_id,security_isin,security_type,trade_amount,currency,counterparty,counterparty_risk_score,historical_fail_rate,market_volatility_index,settlement_delay_days,settlement_failed
318,US146510960,Derivative,608501.52,JPY,Barclays,0.691,0.095,14.65,3,1
319,US499873327,Derivative,3632209.37,JPY,HSBC,0.709,0.037,28.73,4,1
320,US732286859,Equity,2852899.84,JPY,Goldman Sachs,0.309,0.071,23.15,1,0
321,US350368452,Equity,2673372.48,GBP,Barclays,0.662,0.003,26.84,1,0
322,US746040612,Bond,2267648.13,EUR,Barclays,0.367,0.033,39.31,4,1
323,US669668767,Bond,4882950.1,JPY,Morgan Stanley,0.944,0.067,28.96,1,0
324,US671666426,Equity,258503.41,GBP,Barclays,0.343,0.111,27.73,0,0
325,US910490870,Derivative,911329.61,JPY,JPMorgan,0.603,0.026,21.4,2,1
326,US482380040,Equity,3241063.71,EUR,Barclays,0.75,0.135,28.93,0,0
327,US224001512,Equity,690464.61,JPY,JPMorgan,0.906,0.169,10.39,1,0
328,US526101858,Derivative,2951010.88,USD,Barclays,0.438,0.114,26.72,4,0
329,US960530322,Derivative,2843128.52,JPY,JPMorgan,0.36,0.059,12.07,3,1
330,US515156431,Bond,4855315.87,USD,Barclays,0.43,0.024,16.61,1,1
331,US731833730,Bond,4418098.57,USD,BNP Paribas,0.324,0.003,26.89,3,0
332,US556659347,Bond,4728311.19,GBP,JPMorgan,0.654,0.146,30.04,2,0
333,US688781719,Bond,576875.82,GBP,Barclays,0.933,0.126,21.54,0,1
334,US763607349,Derivative,4342060.7,USD,HSBC,0.126,0.095,22.57,2,0
335,US228314487,Equity,654162.4,USD,Goldman Sachs,0.561,0.02,24.94,3,0
336,US691718048,Bond,3168331.57,JPY,Morgan Stanley,0.898,0.041,32.77,2,1
337,US710021271,Bond,3603190.02,JPY,Morgan Stanley,0.1,0.163,10.53,3,1
338,US533484403,Derivative,812658.96,USD,Morgan Stanley,0.494,0.096,23.41,0,0
339,US461378378,Derivative,3166970.29,GBP,HSBC,0.865,0.193,10.43,3,0
340,US897296240,Equity,271777.86,JPY,Morgan Stanley,0.9,0.2,19.57,0,1
341,US794190023,Equity,1473397.77,JPY,HSBC,0.514,0.16,25.6,1,1
342,US251786915,Derivative,4606580.88,JPY,Goldman Sachs,0.025,0.052,12.4,3,0
343,US738035365,Bond,866938.5,GBP,BNP Paribas,0.106,0.046,24.56,2,0
344,US825799015,Bond,335697.26,USD,BNP Paribas,0.587,0.051,37.74,4,0
345,US557109331,Bond,2223954.22,JPY,Goldman Sachs,0.124,0.197,30.56,2,0
346,US446546429,Equity,4254584.86,GBP,Barclays,0.149,0.067,33.47,4,0
347,US139501026,Bond,392595.19,GBP,Goldman Sachs,0.772,0.141,27.41,2,1
348,US625200495,Bond,1784121.47,GBP,Morgan Stanley,0.751,0.192,36.89,3,0
349,US535816957,Derivative,4499876.42,GBP,HSBC,0.843,0.164,14.41,1,1
350,US916616920,Bond,599596.19,JPY,BNP Paribas,0.106,0.12,23.49,3,1
351,US802234722,Derivative,1560235.84,USD,Citi,0.198,0.034,27.91,0,0
352,US121739356,Bond,3894318.85,USD,Barclays,0.833,0.035,36.2,1,1
353,US245689489,Equity,2720622.83,GBP,JPMorgan,0.721,0.098,19.24,3,1
354,US790665343,Bond,4163342.37,USD,BNP Paribas,0.806,0.19,10.03,1,1
355,US337785965,Bond,566861.01,JPY,Morgan Stanley,0.99,0.181,39.23,0,1
356,US309310033,Derivative,4603565.32,USD,HSBC,0.864,0.033,10.78,4,1
357,US924183605,Derivative,4675209.85,USD,BNP Paribas,0.52,0.058,14.57,1,0
358,US952225186,Derivative,785011.97,EUR,HSBC,0.311,0.118,22.66,1,0
359,US752668623,Bond,179038.57,USD,Morgan Stanley,0.57,0.095,24.89,0,0
360,US855593187,Bond,4949308.5,USD,Morgan Stanley,0.639,0.024,35.03,3,1
361,US177633091,Equity,2416435.45,GBP,BNP Paribas,0.335,0.074,23.43,4,1
362,US423839252,Bond,2864656.27,GBP,BNP Paribas,0.771,0.191,26.42,1,1
363,US868037679,Equity,3083364.62,EUR,BNP Paribas,0.093,0.19,16,1,1
364,US600229623,Derivative,3950445.63,JPY,Goldman Sachs,0.779,0.112,27.07,1,1
365,US742668415,Derivative,4061819.97,EUR,BNP Paribas,0.032,0.127,20.45,1,0
366,US526161286,Derivative,977686.87,USD,HSBC,0.498,0.044,12.96,0,0
367,US776942224,Equity,1190817.34,USD,JPMorgan,0.861,0.148,38.39,1,1
368,US349369215,Bond,4385396.81,JPY,Barclays,0.086,0.01,12.45,4,0
369,US393383200,Derivative,4099392.85,JPY,Morgan Stanley,0.518,0.044,30.34,0,0
370,US282708911,Bond,3091920.71,GBP,BNP Paribas,0.159,0.001,37.25,1,0
371,US502330059,Bond,4973548.8,USD,JPMorgan,0.895,0.077,15.38,4,0
372,US137856186,Derivative,3678567.88,USD,Citi,0.832,0.17,17.11,2,1
373,US605585522,Equity,1087025.47,USD,HSBC,0.934,0.197,22.8,2,1
374,US685544149,Bond,4234753.88,USD,BNP Paribas,0.875,0.134,18.84,4,1
375,US165293686,Derivative,2079515.86,USD,Goldman Sachs,0.737,0.149,32.77,1,1
376,US101983509,Bond,190401.78,USD,Morgan Stanley,0.185,0.053,20.14,1,0
377,US485992349,Bond,1613892.18,USD,JPMorgan,0.303,0.104,39.58,0,1
378,US714600044,Bond,3820120.66,USD,HSBC,0.497,0.147,35.76,1,0
379,US710085301,Bond,4801428.97,GBP,BNP Paribas,0.589,0.099,36.86,0,1
380,US770439175,Bond,1387920.72,EUR,JPMorgan,0.782,0.018,11.91,1,0
381,US663236122,Equity,1240116.46,USD,Morgan Stanley,0.227,0.148,15.29,3,0
382,US891967770,Equity,2822446.76,GBP,JPMorgan,0.128,0.044,15.08,3,0
383,US292463073,Derivative,4060302.66,USD,JPMorgan,0.483,0.02,30.16,4,0
384,US529833492,Equity,3735163.15,JPY,HSBC,0.158,0.096,10.36,3,0
385,US111326237,Equity,2804194.92,USD,BNP Paribas,0.694,0.015,34.19,2,0
386,US723214176,Equity,3160634.51,EUR,BNP Paribas,0.576,0.126,26.41,2,1
387,US430299675,Bond,1218073.8,GBP,HSBC,0.741,0.128,26.99,0,1
388,US825523310,Bond,2168545.58,JPY,Barclays,0.063,0.051,26.12,2,0
389,US590345952,Derivative,1284274.48,JPY,Goldman Sachs,0.965,0.193,26.06,1,1
390,US938562244,Derivative,4423245.69,USD,Barclays,0,0.165,15.94,0,0
391,US232166290,Derivative,571646.99,EUR,Goldman Sachs,0.325,0.022,18.5,3,0
392,US409255683,Bond,3401905.38,EUR,Goldman Sachs,0.68,0.15,24.63,3,1
393,US204436258,Equity,1308813.15,USD,Barclays,0.045,0.071,30.34,2,0
394,US179688895,Equity,2383131.27,USD,HSBC,0.083,0.15,18.16,2,0
395,US724798768,Bond,1504069.77,GBP,Morgan Stanley,0.077,0.16,34.18,1,0
396,US287276799,Derivative,1622994.13,GBP,HSBC,0.582,0.03,34.32,3,1
397,US860684560,Derivative,1309361.14,USD,JPMorgan,0.896,0.132,18.22,2,1
398,US918013403,Derivative,3766436.68,USD,Citi,0.555,0.173,26.8,3,0
399,US975866588,Bond,1834922.13,JPY,Barclays,0.604,0.065,20.47,3,1
400,US226960685,Derivative,3634521.52,EUR,Barclays,0.346,0.016,15.72,2,0
401,US808087156,Derivative,2285788.95,GBP,Morgan Stanley,0.019,0.005,34.18,3,0
402,US673352453,Bond,2740757.75,USD,JPMorgan,0.022,0.022,39.74,2,1
403,US616077666,Equity,2721004.5,USD,BNP Paribas,0.888,0.001,26.97,4,0
404,US166385640,Bond,4879501.88,GBP,HSBC,0.103,0.065,37.42,2,0
405,US972186916,Bond,1841641.65,JPY,Barclays,1,0.06,29.27,3,1
406,US865872407,Bond,1046343.64,JPY,Citi,0.164,0.022,26.97,4,1
407,US446819932,Bond,4559841.78,USD,JPMorgan,0.675,0.13,24.4,3,1
408,US865295088,Equity,882448.05,EUR,Barclays,0.949,0.198,17.07,3,0
409,US326623789,Derivative,4173770,EUR,BNP Paribas,0.362,0.18,12.53,4,0
410,US410493790,Bond,759572.33,USD,Barclays,0.734,0.051,23.27,1,0
411,US542422240,Equity,3297034.43,GBP,BNP Paribas,0.351,0.154,26.84,4,1
412,US423609715,Derivative,761198.66,EUR,Goldman Sachs,0.305,0.187,25.28,3,0
413,US290906558,Derivative,4616198.24,GBP,Goldman Sachs,0.202,0.181,30.87,3,0
414,US339216892,Derivative,2829391.33,GBP,Barclays,0.821,0.177,15.76,1,1
415,US680240340,Bond,1653076.46,GBP,Morgan Stanley,0.257,0.157,20.63,4,0
416,US919956639,Bond,710210.65,JPY,Goldman Sachs,0.283,0.059,22.47,2,0
417,US534378710,Derivative,1862249.26,EUR,Barclays,0.999,0.017,15.6,3,1
418,US179348896,Derivative,3528049.97,JPY,BNP Paribas,0.327,0.098,37.19,4,0
419,US387427839,Derivative,1930904.91,EUR,JPMorgan,0.423,0.011,30.45,0,0
420,US827965823,Derivative,1238009.74,USD,HSBC,0.99,0.2,12.76,3,1
421,US626936081,Derivative,2891273.15,GBP,BNP Paribas,0.369,0.072,31.38,2,0
422,US343959576,Derivative,2094931.05,EUR,Citi,0.366,0.192,26.43,3,0
423,US721445097,Equity,837373.12,EUR,Goldman Sachs,0.828,0.155,25.72,4,1
424,US899528670,Derivative,778400.07,USD,HSBC,0.312,0.082,39.69,1,1
425,US504642357,Bond,3540235.33,JPY,HSBC,0.234,0.024,28.55,0,0
426,US941941561,Bond,4873612.76,EUR,HSBC,0.423,0.047,36.9,2,0
427,US873166402,Bond,1173139.41,EUR,Barclays,0.701,0.135,37.41,3,0
428,US400910439,Derivative,3868011.52,JPY,Goldman Sachs,0.043,0.166,13.04,2,0
429,US402434989,Bond,447157.45,JPY,BNP Paribas,0.374,0.196,10.25,1,1
430,US517369879,Equity,1914063.84,EUR,BNP Paribas,0.346,0.026,23.06,0,0
431,US997299057,Derivative,2538373.88,JPY,JPMorgan,0.245,0.031,33.08,2,0
432,US593952287,Bond,1351047.26,USD,Morgan Stanley,0.654,0.008,34.73,4,1
433,US835055790,Equity,2652596.3,USD,Barclays,0.29,0.052,33.62,4,1
434,US566634390,Equity,4414245.99,GBP,JPMorgan,0.607,0.164,23.42,2,0
435,US701656257,Bond,4722745.43,EUR,Citi,0.504,0.04,32.5,0,1
436,US117882750,Equity,511779.2,USD,Barclays,0.217,0.11,31.56,3,0
437,US178725274,Bond,1366511.21,USD,Citi,0.267,0.089,19.41,4,0
438,US294521577,Equity,4895878.25,USD,Morgan Stanley,0.171,0.065,15.06,3,1
439,US647063169,Derivative,1359387.87,GBP,Barclays,0.057,0.124,28.64,3,0
440,US411603161,Derivative,3466609.68,JPY,Barclays,0.619,0.1,30.31,2,1
441,US523783527,Derivative,1274733.93,GBP,HSBC,0.673,0.067,27.04,4,0
442,US946176160,Derivative,1788264.31,GBP,JPMorgan,0.166,0.138,16.4,2,0
443,US686784136,Derivative,964482.15,GBP,Goldman Sachs,0.615,0.056,18.3,1,1
444,US969662506,Bond,4282937.97,GBP,Barclays,0.982,0.129,31.25,3,0
445,US997265909,Derivative,4414417.33,EUR,Morgan Stanley,0.074,0.191,38.88,0,1
446,US570260911,Derivative,1491593.41,EUR,Barclays,0.49,0.146,38.35,3,0
447,US326860070,Derivative,4119713.22,USD,Barclays,0.733,0.084,25.59,0,1
448,US287225564,Derivative,1797625.83,GBP,Barclays,0.046,0.15,36.6,2,1
449,US299759529,Equity,504106.92,GBP,HSBC,0.778,0.162,10.88,4,1
450,US354954230,Derivative,3792801.22,USD,Barclays,0.98,0.065,35.83,3,0
451,US829203225,Derivative,2986266.78,JPY,Morgan Stanley,0.088,0.141,24.28,1,0
452,US358185058,Bond,1379168.39,EUR,JPMorgan,0.822,0.087,33.45,3,0
453,US126658609,Equity,1272468.71,GBP,Goldman Sachs,0.379,0.164,10.17,0,0
454,US602821784,Bond,4878360.62,JPY,Morgan Stanley,0.144,0.059,36.06,0,0
455,US578947735,Derivative,4313880.19,JPY,Morgan Stanley,0.493,0.188,27.85,0,0
456,US801112844,Bond,4050893.66,GBP,Citi,0.072,0.115,17.21,4,1
457,US450444347,Bond,648808.37,GBP,Goldman Sachs,0.522,0.071,20.42,1,1
458,US148715257,Derivative,3778384.5,JPY,HSBC,0.019,0.084,16.02,1,1
459,US122268806,Equity,1080555.7,EUR,JPMorgan,0.729,0.07,22.73,0,1
460,US106512440,Equity,4887170.83,EUR,BNP Paribas,0.488,0.029,19.9,1,1
461,US649302307,Bond,269925.05,GBP,JPMorgan,0.459,0.014,26.04,1,1
462,US307426220,Derivative,1767171.03,GBP,BNP Paribas,0.196,0.064,34.44,2,1
463,US934400275,Bond,2148952.73,USD,Citi,0.361,0.092,39.47,1,0
464,US744090176,Bond,4122772.53,USD,Citi,0.182,0.072,17.54,0,0
465,US404688903,Bond,3833451.86,EUR,HSBC,0.735,0.003,13.2,4,0
466,US967441151,Derivative,1881210.8,USD,Morgan Stanley,0.199,0.116,21.87,2,1
467,US730431725,Derivative,2832145.86,JPY,JPMorgan,0.617,0.029,14.31,1,0
468,US296678031,Equity,4179619.87,JPY,BNP Paribas,0.28,0.042,35.03,2,1
469,US318049165,Derivative,100815.96,JPY,JPMorgan,0.657,0.024,25.03,3,0
470,US701318347,Bond,4012868.72,JPY,BNP Paribas,0.54,0.104,28.6,2,0
471,US686766194,Bond,4735011.17,GBP,JPMorgan,0.423,0.019,14.52,2,0
472,US477936342,Equity,170001.96,JPY,Morgan Stanley,0.673,0.051,32.49,2,1
473,US218613134,Derivative,237449.13,EUR,BNP Paribas,0.416,0.09,39.21,1,1
474,US639374683,Bond,1729124.89,USD,JPMorgan,0.821,0.034,24.47,2,0
475,US438722145,Equity,447970.12,EUR,Barclays,0.73,0.089,38.87,4,1
476,US503649345,Equity,2401587.64,GBP,Citi,0.541,0.069,11.04,1,0
477,US909490207,Bond,3646266.32,USD,HSBC,0.877,0.172,11.07,0,0
478,US436210646,Bond,2838827.18,USD,Citi,0.829,0.159,38.8,3,1
479,US838846654,Derivative,990195.23,USD,BNP Paribas,0.532,0.199,31.01,0,1
480,US254370901,Equity,3277508.39,JPY,Citi,0.068,0.106,15.66,1,0
481,US435663154,Bond,3427423.85,GBP,HSBC,0.566,0.115,20.92,0,0
482,US765898681,Equity,4662905.32,EUR,Citi,0.355,0.189,25.23,3,0
483,US283157310,Derivative,742516.52,JPY,Barclays,0.54,0.08,31.08,2,0
484,US256943484,Bond,3464757.46,USD,Goldman Sachs,0.647,0.111,35.26,0,1
485,US481966485,Derivative,4558021.82,EUR,JPMorgan,0.645,0.076,12.48,1,0
486,US490125881,Equity,2512805.13,EUR,BNP Paribas,0.674,0.109,29.7,4,1
487,US574184249,Derivative,1815380.4,EUR,Citi,0.679,0.016,24.3,3,0
488,US230997589,Derivative,862039.98,GBP,JPMorgan,0.109,0.157,27.93,0,1
489,US101079600,Equity,4335266.56,JPY,JPMorgan,0.192,0.197,25.26,4,0
490,US260409267,Derivative,1977289.41,GBP,Barclays,0.631,0.013,23.52,3,1
491,US266793897,Equity,4625163.39,USD,HSBC,0.408,0.16,16.17,0,0
492,US411817029,Bond,4240313.91,USD,JPMorgan,0.763,0.048,24.17,1,1
493,US328773646,Equity,1889432.86,EUR,HSBC,0.125,0.04,15.69,4,0
494,US573265205,Equity,2873832.4,EUR,Citi,0.192,0.139,11.34,4,0
495,US259267818,Bond,145598.44,EUR,BNP Paribas,0.558,0.009,21.21,0,0
496,US645720763,Equity,1323474.8,GBP,JPMorgan,0.501,0.093,10.75,0,0
497,US429214564,Bond,3554261.51,JPY,Barclays,0.266,0,26.88,1,0
498,US195534048,Bond,3392775.62,GBP,BNP Paribas,0.408,0.111,12.17,1,0
499,US434444807,Equity,1773313.6,USD,BNP Paribas,0.035,0.092,23.13,2,1
500,US185871668,Derivative,4044954.08,EUR,BNP Paribas,0.037,0.183,39.4,0,0
501,US192526139,Derivative,1186821.9,EUR,Citi,0.095,0.144,10.3,1,1
502,US627810564,Bond,2311739.96,GBP,Barclays,0.577,0.025,21.01,0,0
503,US990197094,Derivative,2367927.87,USD,Morgan Stanley,0.864,0.071,30.2,1,0
504,US466564547,Derivative,1710675.68,JPY,Goldman Sachs,0.26,0.186,14.77,3,1
505,US495236101,Equity,4773783.84,EUR,JPMorgan,0.034,0.145,26.82,1,0
506,US321971308,Bond,3486453.33,EUR,JPMorgan,0.709,0.119,17.75,1,0
507,US934855903,Bond,2700604.68,USD,JPMorgan,0.855,0.112,16.68,3,0
508,US234667123,Equity,2557470.32,EUR,HSBC,0.138,0.08,36.85,3,1
509,US793009757,Derivative,804887.5,JPY,Morgan Stanley,0.386,0.117,16.1,2,0
510,US274526510,Bond,1867212.62,GBP,BNP Paribas,0.159,0.154,21.3,1,0
511,US956898402,Derivative,3367138.84,USD,BNP Paribas,0.106,0.026,15.09,3,0
512,US690256950,Bond,4623605.4,EUR,HSBC,0.648,0.194,18.52,2,0
513,US694221991,Bond,4084155.66,EUR,Goldman Sachs,0.968,0.048,18.79,2,0
514,US670137231,Bond,1508945.12,JPY,Barclays,0.678,0.09,19.8,0,1
515,US170009467,Bond,2175443.56,GBP,Morgan Stanley,0.985,0.005,29.23,3,1
516,US413345693,Derivative,423758.43,JPY,Morgan Stanley,0.434,0.11,32.28,4,1
517,US276383634,Derivative,519839.89,GBP,Citi,0.898,0.076,25.32,3,1
518,US294073232,Derivative,2356449.63,JPY,BNP Paribas,0.205,0.05,28.31,3,0
519,US739180919,Derivative,2655794.84,GBP,Morgan Stanley,0.118,0.197,34.4,2,0
520,US189473854,Equity,1327495.21,EUR,Morgan Stanley,0.703,0.086,39.99,3,0
521,US888215570,Bond,3217485.62,EUR,JPMorgan,0.371,0.083,23.7,3,0
522,US911626075,Bond,3519869.62,EUR,HSBC,0.318,0.093,38.09,2,0
523,US436967606,Bond,1502589.5,USD,BNP Paribas,0.671,0.023,24.71,2,1
524,US103695961,Equity,3794539.38,GBP,Citi,0.333,0.079,33.46,0,0
525,US208880612,Derivative,1035968.55,USD,Barclays,0.573,0.067,27.2,0,1
526,US891707097,Bond,2725814.37,GBP,Goldman Sachs,0.299,0.093,36.52,3,0
527,US447346749,Derivative,4023362.66,EUR,Barclays,0.784,0.171,23.46,3,1
528,US469281814,Derivative,2689675.34,USD,Citi,0.312,0.039,30.87,1,1
529,US865854846,Equity,4540733.97,USD,JPMorgan,0.535,0.122,23.99,4,1
530,US941702792,Equity,301921.15,JPY,Goldman Sachs,0.023,0.008,35.71,1,1
531,US909600907,Derivative,2945686.09,GBP,Barclays,0.792,0.063,39.83,1,0
532,US782697716,Bond,2813159.71,JPY,BNP Paribas,0.62,0.095,17.3,3,0
533,US349939584,Bond,3305163.11,USD,BNP Paribas,0.192,0.015,24.23,2,0
534,US844293433,Equity,4168700.13,USD,Goldman Sachs,0.215,0.109,12.44,2,0
535,US809587577,Equity,3632006.89,EUR,Goldman Sachs,0.262,0.062,14.23,4,1
536,US771891968,Equity,3953510.85,JPY,Goldman Sachs,0.577,0.199,37.87,2,0
537,US926146542,Equity,1451195.46,JPY,Morgan Stanley,0.548,0.126,26.31,3,0
538,US101043233,Equity,1943611.92,JPY,Citi,0.274,0.049,21.85,2,0
539,US311426941,Equity,3137617.1,GBP,BNP Paribas,0.694,0.021,30.14,0,1
540,US503182709,Equity,2771772.74,USD,BNP Paribas,0.889,0.008,26.8,4,1
541,US885403480,Bond,4805908.34,JPY,Citi,0.044,0.018,18.66,2,1
542,US788042471,Equity,942304.15,EUR,JPMorgan,0.417,0.136,16.8,2,0
543,US892911084,Equity,1762879.08,USD,BNP Paribas,0.594,0.171,27.71,0,1
544,US228565108,Bond,2868048.61,EUR,Barclays,0.586,0.031,15.65,1,0
545,US693867648,Bond,4341139.21,USD,JPMorgan,0.02,0.08,14.18,3,1
546,US979889679,Derivative,4647449.14,EUR,HSBC,0.211,0.071,19.55,2,1
547,US171709884,Equity,1686821.29,JPY,HSBC,0.062,0.129,35.84,0,1
548,US774788031,Equity,344871.22,JPY,Barclays,0.569,0.037,11.1,0,0
549,US333448894,Equity,2113882.29,EUR,Goldman Sachs,0.645,0.191,35,1,0
550,US897459012,Equity,1977777.27,GBP,BNP Paribas,0.16,0.146,28.63,2,0
551,US579836949,Derivative,4932570.47,EUR,Barclays,0.333,0.191,11.21,1,1
552,US828426742,Bond,2160995.61,USD,Barclays,0.33,0.055,28.06,4,1
553,US304939202,Bond,1535557.77,EUR,Goldman Sachs,0.82,0.118,22.78,0,0
554,US383627673,Equity,1833233.1,EUR,HSBC,0.195,0.146,35.23,3,0
555,US555149199,Equity,1990662.14,USD,JPMorgan,0.548,0.142,37.22,0,1
556,US781381298,Equity,4109486.51,JPY,Barclays,0.783,0.004,18.59,1,0
557,US133698788,Derivative,414264.32,USD,BNP Paribas,0.83,0.2,33.53,3,1
558,US616103253,Derivative,1589370.17,EUR,JPMorgan,0.667,0.186,19.29,3,0
559,US161819576,Bond,4831929.27,USD,JPMorgan,0.3,0.024,18.87,0,0
560,US494620188,Equity,773981.5,EUR,Citi,0.823,0.109,15.78,3,0
561,US598528205,Equity,3715580.59,JPY,HSBC,0.742,0.063,30.35,2,1
562,US494274011,Equity,1788403.57,EUR,BNP Paribas,0.704,0.176,17.85,0,0
563,US297579844,Equity,2913109.78,EUR,BNP Paribas,0.067,0.14,23.95,1,0
564,US504401198,Derivative,506744.71,JPY,Goldman Sachs,0.043,0.045,34.36,4,0
565,US274928880,Bond,1538994.22,USD,Goldman Sachs,0.695,0.007,33.76,1,1
566,US363768157,Bond,2509316.06,GBP,Morgan Stanley,0.945,0.058,35.66,2,0
567,US552949741,Derivative,1166186.28,GBP,BNP Paribas,0.774,0.008,14.83,4,0
568,US974703859,Equity,2713931.02,EUR,HSBC,0.831,0.028,27.61,4,0
569,US853037764,Bond,1106598.98,EUR,JPMorgan,0.545,0.127,37.45,1,0
570,US173706383,Bond,3254001.76,JPY,Morgan Stanley,0.305,0.149,11.26,0,0
571,US520194521,Derivative,4522728.16,USD,BNP Paribas,0.678,0.094,33.84,0,0
572,US157399769,Equity,436588.3,GBP,Goldman Sachs,0.712,0.12,17.39,4,0
573,US344439380,Bond,1090914.02,GBP,HSBC,0.675,0.031,30.09,1,1
574,US513623907,Equity,4223670.91,JPY,Goldman Sachs,0.947,0.063,31.52,1,1
575,US843896352,Bond,3161451.89,JPY,BNP Paribas,0.367,0.143,37.77,0,0
576,US889636829,Derivative,402757.5,GBP,Morgan Stanley,0.04,0.073,25.26,2,1
577,US743273060,Equity,2436887.07,USD,Goldman Sachs,0.908,0.07,35.45,0,0
578,US737822998,Derivative,1056694.99,USD,Goldman Sachs,0.16,0.039,11.36,0,0
579,US306411513,Bond,1003491.01,USD,Citi,0.697,0.119,22.62,2,1
580,US597572361,Derivative,4703820.26,EUR,Barclays,0.873,0.162,23.19,0,0
581,US955324405,Derivative,3810092.32,USD,BNP Paribas,0.31,0.094,26.15,4,1
582,US680222788,Derivative,3484190.66,EUR,Citi,0.83,0.023,24.44,4,1
583,US687037795,Bond,1202254.8,EUR,HSBC,0.332,0.168,39.04,4,1
584,US294579233,Equity,601681.43,JPY,Barclays,0.794,0.014,12.36,4,1
585,US146787763,Derivative,4355454.78,EUR,BNP Paribas,0.07,0.094,17.95,4,0
586,US635207134,Equity,39339.05,EUR,Citi,0.655,0.052,39.06,1,0
587,US165732489,Bond,1946601.15,JPY,Citi,0.677,0.187,23.36,1,0
588,US640564217,Equity,1395286.39,USD,BNP Paribas,0.491,0.148,27.13,2,0
589,US887852946,Derivative,2856177.24,USD,JPMorgan,0.687,0.113,12.43,3,0
590,US113470137,Derivative,1260037.1,GBP,Morgan Stanley,0.923,0.134,18.52,4,0
591,US104466271,Derivative,1562914.74,GBP,BNP Paribas,0.734,0.107,11.19,3,1
592,US557370368,Derivative,4251698.88,EUR,Citi,0.961,0.03,14.13,3,1
593,US269124855,Derivative,3019912.23,GBP,JPMorgan,0.449,0.142,29,4,0
594,US781583940,Derivative,736955.81,JPY,Citi,0.528,0.099,32.91,0,1
595,US890118380,Bond,3635093,GBP,Morgan Stanley,0.264,0.127,36.1,2,1
596,US799798019,Bond,1045221.42,GBP,HSBC,0.986,0.009,17.54,3,1
597,US597576975,Bond,2170694.6,EUR,JPMorgan,0.055,0.028,19.99,0,0
598,US403090455,Equity,3236570.11,JPY,BNP Paribas,0.359,0.118,27.08,0,0
599,US932758095,Equity,1366928.39,GBP,Barclays,0.298,0.092,12.51,4,0
600,US711686134,Bond,1926693.01,USD,HSBC,0.387,0.045,34.2,2,1
601,US934304257,Equity,3673406.49,JPY,Morgan Stanley,0.918,0.048,24.5,4,1
602,US213865200,Equity,4690175.66,JPY,Goldman Sachs,0.368,0.126,38.97,2,0
603,US603365595,Derivative,2650932.83,EUR,BNP Paribas,0.917,0.012,13.52,4,1
604,US468403327,Derivative,59755.15,JPY,BNP Paribas,0.423,0.087,14,2,0
605,US685848991,Equity,1698934.12,JPY,BNP Paribas,0.855,0.105,20.46,1,0
606,US917032666,Equity,1999185.33,JPY,JPMorgan,0.522,0.062,16.2,0,0
607,US318825555,Bond,1702476.36,JPY,Goldman Sachs,0.311,0.164,30.9,0,0
608,US424159127,Equity,2186981.62,JPY,HSBC,0.449,0.011,38.4,0,1
609,US860932235,Derivative,3167004.61,JPY,HSBC,0.424,0.173,12.7,2,0
610,US693435313,Equity,614428.85,JPY,JPMorgan,0.26,0.145,17.27,0,1
611,US415109026,Bond,1370426.24,USD,Barclays,0.29,0.089,17.14,1,0
612,US715418235,Derivative,2543163.95,JPY,JPMorgan,0.186,0.185,25.27,1,0
613,US651904800,Derivative,1584710.81,EUR,BNP Paribas,0.336,0.14,23.56,3,1
614,US994439328,Derivative,4955515.84,USD,Citi,0.624,0.186,31.81,0,1
615,US362869948,Derivative,2162843.02,JPY,Goldman Sachs,0.387,0.095,31.98,4,1
616,US295922610,Equity,4350297.78,GBP,Goldman Sachs,0.712,0.091,27.18,4,1
617,US403394218,Bond,4483584.08,EUR,HSBC,0.987,0.106,27.73,4,1
618,US922335076,Equity,4181674.93,USD,HSBC,0.377,0.013,35.27,1,0
619,US640906763,Equity,244022.22,EUR,JPMorgan,0.463,0.182,21.91,3,1
620,US684556354,Derivative,4739256.19,USD,Citi,0.164,0.134,10.37,3,0
621,US402480960,Bond,652425.39,GBP,Citi,0.392,0.124,16.39,1,0
622,US750622119,Derivative,181674.1,EUR,JPMorgan,0.727,0.185,11.06,3,0
623,US767225929,Equity,2077704.34,EUR,Morgan Stanley,0.217,0.199,21.8,4,1
624,US987702570,Equity,981223.82,USD,Barclays,0.182,0.033,20.74,4,0
625,US940916523,Derivative,929140.68,USD,JPMorgan,0.376,0.15,12.96,1,0
626,US202912284,Equity,1446219.87,GBP,BNP Paribas,0.819,0.116,32.65,4,1
627,US397904524,Equity,1249543.97,JPY,Citi,0.624,0.092,26.59,2,1
628,US532838238,Derivative,3427129.06,USD,Barclays,0.958,0.196,16.77,4,0
629,US646573613,Equity,942018.76,USD,JPMorgan,0.905,0.17,32.77,0,0
630,US178262145,Bond,2720160.34,USD,Barclays,0.151,0.139,30.04,1,0
631,US267345404,Derivative,4932268.47,GBP,Morgan Stanley,0.043,0.077,15.75,1,0
632,US505629426,Bond,2167588.28,JPY,Citi,0.399,0.133,39.49,3,0
633,US607896561,Equity,3212946.81,JPY,Morgan Stanley,0.522,0.106,15.32,3,1
634,US886008098,Equity,4847164.67,GBP,HSBC,0.516,0.05,33.15,3,0
635,US471747542,Derivative,696818.6,JPY,Morgan Stanley,0.134,0.09,39.05,0,0
636,US405752912,Equity,2098848.98,EUR,Citi,0.125,0.042,31.77,4,0
